1781974316,1,NaN,0
1781974332,1,NaN,0
1781974347,1,2.3649999999999998,0
1781974363,1,2.4216129032258062,0
1781974378,1,2.4048780487804886,0
1781974394,1,2.4262499999999996,0
1781974409,1,2.4157692307692304,0
1781974425,1,2.4061206896551717,0
1781974440,1,2.3594736842105255,0
1781974455,1,2.2277500000000003,0
1781974471,1,2.261304347826088,0
1781974486,1,2.094999999999999,0
1781974502,1,2.2767307692307677,0
1781974517,1,2.174999999999998,0
1781974533,1,2.3084999999999996,0
1781974548,1,2.3909615384615384,0
1781974564,1,2.4074999999999998,0
1781974579,1,2.4099999999999997,0
1781974594,1,2.418028169014084,0
1781974610,1,2.424423076923077,8
1781974625,1,4.6107142857142875,9
1781974641,1,4.845129870129869,24
1781974656,1,4.894467213114754,13
1781974671,1,4.969060773480663,20
1781974687,1,4.972005208333333,6
1781974702,1,4.974512195121951,25
1781974718,1,4.935643564356436,26
1781974733,1,4.936594202898551,16
1781974748,1,4.937259615384615,23
1781974764,1,4.943669527896995,31
1781974779,1,4.946646341463415,0
1781974795,1,4.944491525423729,13
1781974810,1,4.941631355932204,0
1781974826,1,4.939798206278027,10
1781974841,1,4.939444444444444,14
1781974857,1,4.9980769230769235,21
1781974872,1,5.685714285714285,0
1781974887,1,6.393181818181803,24
1781974903,1,6.664285714285718,28
1781974918,1,6.127777777777776,27
1781974934,1,5.728571428571417,6
1781974949,1,5.912500000000013,28
1781974964,1,4.998206751054854,5
1781974980,1,4.998999999999999,0
1781974995,1,4.997715736040609,0
1781975011,1,4.9312176165803105,0
1781975026,1,4.930842391304347,0
1781975041,1,4.928631284916202,0
1781975057,1,4.935103626943006,17
1781975072,1,4.945466321243524,26
1781975088,1,4.943145161290321,11
1781975103,1,4.9439473684210515,1
1781975119,1,4.946305418719211,0
1781975134,1,4.933629441624365,0
1781975149,1,4.9350746268656716,0
1781975165,1,4.940277777777777,26
1781975180,1,4.9362980769230775,23
1781975196,1,4.9739182692307695,1
1781975211,1,4.971173469387755,15
1781975227,1,4.963387096774194,4
1781975242,1,4.955575539568345,6
1781975257,1,4.8913135593220325,2
1781975273,1,4.888963963963963,5
1781975288,1,4.865489130434783,7
1781975304,1,4.822058823529414,7
1781975319,1,4.591666666666663,10
1781975335,1,4.434090909090911,0
1781975350,1,4.435227272727265,0
1781975366,1,4.193333333333338,0
1781975381,1,3.3392857142857206,0
1781975396,1,2.4414150943396224,0
1781975412,1,2.4320689655172414,0
1781975427,1,2.424610389610389,0
1781975442,1,2.4343749999999997,0
1781975458,1,2.4072307692307695,0
1781975473,1,2.402868852459016,0
1781975489,1,2.3541860465116287,0
1781975504,1,2.4038095238095236,0
1781975519,1,2.400425531914893,0
1781975535,1,2.421052631578947,0
1781975550,1,2.430294117647059,0
1781975565,1,NaN,0
1781975581,1,NaN,0
1781975596,1,NaN,0
1781975611,1,NaN,0
1781975626,1,NaN,0
1781975642,1,NaN,0
1781975657,1,NaN,0
1781975672,1,NaN,0
1781975688,1,NaN,0
1781975703,1,NaN,0
1781975718,1,NaN,0
1781975734,1,NaN,0
1781975749,1,NaN,0
1781975764,1,NaN,0
1781975780,1,NaN,0
1781975795,1,NaN,0
1781975810,1,NaN,0
1781975826,1,NaN,0
1781975841,1,NaN,0
1781975856,1,NaN,0
1781975872,1,NaN,0
1781975887,1,NaN,0
1781975902,1,NaN,0
1781975917,1,NaN,0
1781975933,1,NaN,0
1781975948,1,NaN,0
1781975963,1,NaN,0
1781975979,1,NaN,0
1781975994,1,NaN,0
1781976009,1,NaN,0
1781976025,1,NaN,0
1781976040,1,NaN,0
1781976055,1,NaN,0
1781976071,1,NaN,0
1781976086,1,NaN,0
1781976101,1,NaN,0
1781976117,1,NaN,0
1781976132,1,NaN,0
1781976147,1,NaN,0
1781976163,1,NaN,0
1781976178,1,NaN,0
1781976193,1,NaN,0
1781976208,1,NaN,0
1781976224,1,NaN,0
1781976239,1,NaN,0
1781976254,1,NaN,0
1781976270,1,NaN,0
1781976285,1,NaN,0
1781976300,1,NaN,0
1781976316,1,NaN,0
1781976331,1,NaN,0
1781976346,1,NaN,0
1781976362,1,NaN,0
1781976377,1,NaN,0
1781976392,1,NaN,0
1781976407,1,NaN,0
1781976423,1,NaN,0
1781976438,1,NaN,0
1781976453,1,NaN,0
1781976469,1,NaN,0
1781976484,1,NaN,0
1781976499,1,NaN,0
1781976515,1,NaN,0
1781976530,1,NaN,0
1781976545,1,NaN,0
1781976561,1,NaN,0
1781976576,1,NaN,0
1781976591,1,NaN,0
1781976607,1,NaN,0
